# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2582731	2583456	+	WP_101712554.1	WP_101712554.1		GntR family transcriptional regulator			C1707_RS11925	726	241	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2583453	2584955	+							C1707_RS11930	1503		old_locus_tag=C1707_11920
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2583453	2584955	+	WP_164467336.1	WP_164467336.1		aldehyde dehydrogenase			C1707_RS11930	1503	500	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2584962	2586407	+							C1707_RS11935	1446		old_locus_tag=C1707_11925
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2584962	2586407	+	WP_101712556.1	WP_101712556.1		NAD-dependent succinate-semialdehyde dehydrogenase			C1707_RS11935	1446	481	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2586404	2587771	+							C1707_RS11940	1368		old_locus_tag=C1707_11930
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2586404	2587771	+	WP_101712557.1	WP_101712557.1		aspartate aminotransferase family protein			C1707_RS11940	1368	455	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2587929	2589308	+							C1707_RS11945	1380		old_locus_tag=C1707_11935
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2587929	2589308	+	WP_101712558.1	WP_101712558.1		glutamine synthetase family protein			C1707_RS11945	1380	459	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2589402	2590493	+							C1707_RS11950	1092		old_locus_tag=C1707_11940
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2589402	2590493	+	WP_101712559.1	WP_101712559.1		spermidine/putrescine ABC transporter substrate-binding protein			C1707_RS11950	1092	363	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2590541	2591434	+							C1707_RS11955	894		old_locus_tag=C1707_11945
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2590541	2591434	+	WP_101712560.1	WP_101712560.1		ABC transporter permease			C1707_RS11955	894	297	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2591598	2592455	+							C1707_RS11960	858		old_locus_tag=C1707_11950
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2591598	2592455	+	WP_101712561.1	WP_101712561.1		ABC transporter permease			C1707_RS11960	858	285	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2592732	2593856	+							C1707_RS11965	1125		old_locus_tag=C1707_11955
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2592732	2593856	+	WP_101712562.1	WP_101712562.1		ABC transporter ATP-binding protein			C1707_RS11965	1125	374	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2594005	2594808	+							C1707_RS11970	804		old_locus_tag=C1707_11960
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2594005	2594808	+	WP_101712563.1	WP_101712563.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein			C1707_RS11970	804	267	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2594897	2596303	+							C1707_RS11975	1407		old_locus_tag=C1707_11965
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2594897	2596303	+	WP_101712564.1	WP_101712564.1		aspartate aminotransferase family protein			C1707_RS11975	1407	468	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2596341	2596499	-							C1707_RS11980	159		old_locus_tag=C1707_11970
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2596341	2596499	-	WP_101712565.1	WP_101712565.1		antitoxin			C1707_RS11980	159	52	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2596596	2597996	+							C1707_RS11985	1401		old_locus_tag=C1707_11975
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2596596	2597996	+	WP_101712566.1	WP_101712566.1		glutamine synthetase family protein			C1707_RS11985	1401	466	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2598135	2599421	+							C1707_RS11990	1287		old_locus_tag=C1707_11980
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2598135	2599421	+	WP_101712567.1	WP_101712567.1		FAD-binding oxidoreductase			C1707_RS11990	1287	428	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2599416	2599790	-							C1707_RS11995	375		old_locus_tag=C1707_11985
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2599416	2599790	-	WP_180896915.1	WP_180896915.1		ammonium transporter			C1707_RS11995	375	124	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2599787	2600098	-							C1707_RS12000	312		old_locus_tag=C1707_11990
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2599787	2600098	-	WP_101712568.1	WP_101712568.1		autorepressor SdpR family transcription factor			C1707_RS12000	312	103	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2600177	2600506	+							C1707_RS12005	330		old_locus_tag=C1707_11995
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2600177	2600506	+	WP_101712569.1	WP_101712569.1		hypothetical protein			C1707_RS12005	330	109	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2600660	2602672	+							C1707_RS12010	2013		old_locus_tag=C1707_12000
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2600660	2602672	+	WP_101712570.1	WP_101712570.1		tetratricopeptide repeat-containing sulfotransferase family protein			C1707_RS12010	2013	670	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2602824	2605166	+							C1707_RS12015	2343		old_locus_tag=C1707_12005
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2602824	2605166	+	WP_101712571.1	WP_101712571.1		TonB-dependent receptor			C1707_RS12015	2343	780	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2605236	2606546	+							C1707_RS12020	1311		old_locus_tag=C1707_12010
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2605236	2606546	+	WP_101712572.1	WP_101712572.1		amino acid permease			C1707_RS12020	1311	436	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2606557	2607864	+							C1707_RS12025	1308		old_locus_tag=C1707_12015
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2606557	2607864	+	WP_101712573.1	WP_101712573.1		amidohydrolase family protein			C1707_RS12025	1308	435	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2607994	2608239	+							C1707_RS12030	246		old_locus_tag=C1707_12020
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2607994	2608239	+	WP_101712574.1	WP_101712574.1		hypothetical protein			C1707_RS12030	246	81	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2608300	2608884	-							C1707_RS12035	585		old_locus_tag=C1707_12025
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2608300	2608884	-	WP_101712575.1	WP_101712575.1		TetR family transcriptional regulator C-terminal domain-containing protein			C1707_RS12035	585	194	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2609016	2610155	-							C1707_RS12040	1140		old_locus_tag=C1707_12030
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2609016	2610155	-	WP_101712576.1	WP_101712576.1		aromatic ring-hydroxylating dioxygenase subunit alpha			C1707_RS12040	1140	379	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2610349	2611974	-							C1707_RS12045	1626		old_locus_tag=C1707_12035
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2610349	2611974	-	WP_101712577.1	WP_101712577.1		NAD(P)/FAD-dependent oxidoreductase			C1707_RS12045	1626	541	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2612077	2613018	-							C1707_RS12050	942		old_locus_tag=C1707_12040
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2612077	2613018	-	WP_101712578.1	WP_101712578.1		prephenate/arogenate dehydrogenase family protein			C1707_RS12050	942	313	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2613015	2614130	-					hisC		C1707_RS12055	1116		old_locus_tag=C1707_12045
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2613015	2614130	-	WP_101712579.1	WP_101712579.1		histidinol-phosphate transaminase	hisC		C1707_RS12055	1116	371	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2614181	2614972	-							C1707_RS12060	792		old_locus_tag=C1707_12050
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2614181	2614972	-	WP_101712580.1	WP_101712580.1		chorismate mutase			C1707_RS12060	792	263	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2615080	2615382	-							C1707_RS12065	303		old_locus_tag=C1707_12055
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2615080	2615382	-	WP_101712581.1	WP_101712581.1		hypothetical protein			C1707_RS12065	303	100	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2615445	2616464	-							C1707_RS12070	1020		old_locus_tag=C1707_12060
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2615445	2616464	-	WP_101712582.1	WP_101712582.1		DUF2125 domain-containing protein			C1707_RS12070	1020	339	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2616503	2617066	+							C1707_RS12075	564		old_locus_tag=C1707_12065
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2616503	2617066	+	WP_101712671.1	WP_101712671.1		gamma-glutamylcyclotransferase			C1707_RS12075	564	187	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2617191	2617898	-							C1707_RS12080	708		old_locus_tag=C1707_12070
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2617191	2617898	-	WP_101712583.1	WP_101712583.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			C1707_RS12080	708	235	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2617905	2618522	-							C1707_RS12085	618		old_locus_tag=C1707_12075
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2617905	2618522	-	WP_101712584.1	WP_101712584.1		YdcF family protein			C1707_RS12085	618	205	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2618519	2619412	-							C1707_RS12090	894		old_locus_tag=C1707_12080
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2618519	2619412	-	WP_101712585.1	WP_101712585.1		cell division protein			C1707_RS12090	894	297	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2619409	2620143	-					ftsE		C1707_RS12095	735		old_locus_tag=C1707_12085
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2619409	2620143	-	WP_164467337.1	WP_164467337.1		cell division ATP-binding protein FtsE	ftsE		C1707_RS12095	735	244	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2620201	2621172	+							C1707_RS12100	972		old_locus_tag=C1707_12090
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2620201	2621172	+	WP_101712586.1	WP_101712586.1		zinc-ribbon domain-containing protein			C1707_RS12100	972	323	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2621188	2621718	+							C1707_RS12105	531		old_locus_tag=C1707_12095
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2621188	2621718	+	WP_101712587.1	WP_101712587.1		phosphoribosyltransferase			C1707_RS12105	531	176	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2621980	2623206	-					mnmA		C1707_RS12110	1227		old_locus_tag=C1707_12100
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2621980	2623206	-	WP_101712588.1	WP_101712588.1		tRNA 2-thiouridine(34) synthase MnmA	mnmA		C1707_RS12110	1227	408	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2623272	2624195	-							C1707_RS12115	924		old_locus_tag=C1707_12105
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2623272	2624195	-	WP_101712589.1	WP_101712589.1		flagellin			C1707_RS12115	924	307	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2624204	2626312	-					flgK		C1707_RS12120	2109		old_locus_tag=C1707_12110
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2624204	2626312	-	WP_101712590.1	WP_101712590.1		flagellar hook-associated protein FlgK	flgK		C1707_RS12120	2109	702	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2626312	2626680	-							C1707_RS26140	369		
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2626312	2626680	-	WP_145998350.1	WP_145998350.1		hypothetical protein			C1707_RS26140	369	122	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2626727	2628322	+							C1707_RS26730	1596		
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2626727	2628322	+	WP_240633920.1	WP_240633920.1		flagellar hook-length control protein FliK			C1707_RS26730	1596	531	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2628335	2629045	+							C1707_RS12130	711		old_locus_tag=C1707_12120
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2628335	2629045	+	WP_101712591.1	WP_101712591.1		flagellar hook assembly protein FlgD			C1707_RS12130	711	236	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2629190	2630869	+							C1707_RS12135	1680		old_locus_tag=C1707_12125
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2629190	2630869	+	WP_101712592.1	WP_101712592.1		flagellar hook protein FlgE			C1707_RS12135	1680	559	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2631038	2631319	+					sciP		C1707_RS12140	282		old_locus_tag=C1707_12130
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2631038	2631319	+	WP_007675208.1	WP_007675208.1		CtrA inhibitor SciP	sciP		C1707_RS12140	282	93	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2631558	2633219	+					fliF		C1707_RS12145	1662		old_locus_tag=C1707_12135
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2631558	2633219	+	WP_101712593.1	WP_101712593.1		flagellar M-ring protein FliF	fliF		C1707_RS12145	1662	553	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2633224	2634240	+					fliG		C1707_RS12150	1017		old_locus_tag=C1707_12140
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2633224	2634240	+	WP_101712594.1	WP_101712594.1		flagellar motor switch protein FliG	fliG		C1707_RS12150	1017	338	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2634251	2634898	+							C1707_RS12155	648		old_locus_tag=C1707_12145
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2634251	2634898	+	WP_101712595.1	WP_101712595.1		flagellar assembly protein FliH			C1707_RS12155	648	215	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2634904	2635236	+					fliN		C1707_RS12160	333		old_locus_tag=C1707_12150
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2634904	2635236	+	WP_101712596.1	WP_101712596.1		flagellar motor switch protein FliN	fliN		C1707_RS12160	333	110	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2635332	2636717	+							C1707_RS12165	1386		old_locus_tag=C1707_12155
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2635332	2636717	+	WP_101712597.1	WP_101712597.1		sigma-54 dependent transcriptional regulator			C1707_RS12165	1386	461	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2636860	2638977	+					flhA		C1707_RS12170	2118		old_locus_tag=C1707_12160
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2636860	2638977	+	WP_101712598.1	WP_101712598.1		flagellar biosynthesis protein FlhA	flhA		C1707_RS12170	2118	705	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2639275	2639769	-							C1707_RS12175	495		old_locus_tag=C1707_12165
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2639275	2639769	-	WP_101712599.1	WP_101712599.1		N-acetyltransferase			C1707_RS12175	495	164	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2639773	2640306	-							C1707_RS12180	534		old_locus_tag=C1707_12170
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2639773	2640306	-	WP_101712600.1	WP_101712600.1		AAA family ATPase			C1707_RS12180	534	177	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2640334	2640510	-							C1707_RS12185	177		old_locus_tag=C1707_12175
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2640334	2640510	-	WP_058346602.1	WP_058346602.1		hypothetical protein			C1707_RS12185	177	58	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2640549	2640983	-							C1707_RS12190	435		old_locus_tag=C1707_12180
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2640549	2640983	-	WP_101712601.1	WP_101712601.1		cytochrome c			C1707_RS12190	435	144	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2640986	2642578	-							C1707_RS12195	1593		old_locus_tag=C1707_12185
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2640986	2642578	-	WP_101712602.1	WP_101712602.1		flavin monoamine oxidase family protein			C1707_RS12195	1593	530	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2642779	2643420	-							C1707_RS12200	642		old_locus_tag=C1707_12190
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2642779	2643420	-	WP_101712603.1	WP_101712603.1		glutathione S-transferase			C1707_RS12200	642	213	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2643542	2645569	+							C1707_RS12205	2028		old_locus_tag=C1707_12195
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2643542	2645569	+	WP_101712604.1	WP_101712604.1		TonB-dependent receptor			C1707_RS12205	2028	675	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2645581	2646117	+							C1707_RS12210	537		old_locus_tag=C1707_12200
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2645581	2646117	+	WP_101712605.1	WP_101712605.1		homogentisate 1,2-dioxygenase			C1707_RS12210	537	178	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2646136	2647143	+							C1707_RS12215	1008		old_locus_tag=C1707_12205
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2646136	2647143	+	WP_205686838.1	WP_205686838.1		c-type cytochrome			C1707_RS12215	1008	335	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2647215	2647481	-							C1707_RS12220	267		old_locus_tag=C1707_12210
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2647215	2647481	-	WP_101712606.1	WP_101712606.1		RebB family R body protein			C1707_RS12220	267	88	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2647600	2649408	-					lepA		C1707_RS12225	1809		old_locus_tag=C1707_12215
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2647600	2649408	-	WP_101712607.1	WP_101712607.1		translation elongation factor 4	lepA		C1707_RS12225	1809	602	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2649511	2650929	+					murC		C1707_RS12230	1419		old_locus_tag=C1707_12220
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2649511	2650929	+	WP_101712608.1	WP_101712608.1		UDP-N-acetylmuramate--L-alanine ligase	murC		C1707_RS12230	1419	472	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2651055	2651981	+					murB		C1707_RS12240	927		old_locus_tag=C1707_12230
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2651055	2651981	+	WP_101712609.1	WP_101712609.1		UDP-N-acetylmuramate dehydrogenase	murB		C1707_RS12240	927	308	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2652181	2653473	-							C1707_RS12245	1293		old_locus_tag=C1707_12235
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2652181	2653473	-	WP_101712610.1	WP_101712610.1		dicarboxylate/amino acid:cation symporter			C1707_RS12245	1293	430	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2653598	2654611	-							C1707_RS12250	1014		old_locus_tag=C1707_12240
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2653598	2654611	-	WP_101712611.1	WP_101712611.1		dipeptide epimerase			C1707_RS12250	1014	337	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2654652	2654876	-							C1707_RS12255	225		old_locus_tag=C1707_12245
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2654652	2654876	-	WP_101712612.1	WP_101712612.1		hypothetical protein			C1707_RS12255	225	74	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2654991	2655302	+							C1707_RS12260	312		old_locus_tag=C1707_12250
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2654991	2655302	+	WP_101712613.1	WP_101712613.1		polyhydroxyalkanoic acid system family protein			C1707_RS12260	312	103	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2655407	2655946	+							C1707_RS12265	540		old_locus_tag=C1707_12255
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2655407	2655946	+	WP_145998352.1	WP_145998352.1		hypothetical protein			C1707_RS12265	540	179	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2655943	2656401	-							C1707_RS12270	459		old_locus_tag=C1707_12260
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2655943	2656401	-	WP_101712615.1	WP_101712615.1		low affinity iron permease family protein			C1707_RS12270	459	152	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2656451	2656864	-							C1707_RS12275	414		old_locus_tag=C1707_12265
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2656451	2656864	-	WP_101712616.1	WP_101712616.1		DUF983 domain-containing protein			C1707_RS12275	414	137	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2656926	2658266	+							C1707_RS12280	1341		old_locus_tag=C1707_12270
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2656926	2658266	+	WP_101712617.1	WP_101712617.1		PLP-dependent aminotransferase family protein			C1707_RS12280	1341	446	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2658310	2661417	-							C1707_RS12285	3108		old_locus_tag=C1707_12275
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2658310	2661417	-	WP_101712618.1	WP_101712618.1		efflux RND transporter permease subunit			C1707_RS12285	3108	1035	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2661427	2662563	-							C1707_RS12290	1137		old_locus_tag=C1707_12280
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2661427	2662563	-	WP_240633921.1	WP_240633921.1		efflux RND transporter periplasmic adaptor subunit			C1707_RS12290	1137	378	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2662660	2663385	-							C1707_RS12295	726		old_locus_tag=C1707_12285
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2662660	2663385	-	WP_101712619.1	WP_101712619.1		FadR family transcriptional regulator			C1707_RS12295	726	241	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2663403	2664221	-							C1707_RS12300	819		old_locus_tag=C1707_12290
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2663403	2664221	-	WP_164467338.1	WP_164467338.1		SMP-30/gluconolactonase/LRE family protein			C1707_RS12300	819	272	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2664310	2665884	-							C1707_RS12305	1575		old_locus_tag=C1707_12295
CDS	with_protein	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2664310	2665884	-	WP_180896917.1	WP_180896917.1		sodium/sugar symporter			C1707_RS12305	1575	524	
gene	protein_coding	GCF_003722335.1	Primary Assembly	chromosome		NZ_CP026100.1	2665934	2666554	-							C1707_RS12310	621		old_locus_tag=C1707_12300
